_id,Category,Supporting Ministry,Community,Project,Status,Target Completion Date,Description,Result,Area,Region,Address,Postal Code,Highway / Transit Line,Estimated Total Budget,Municipal Funding,Provincial Funding,Federal Funding,Other Funding,Website,Latitude,Longitude
327,Recreation,"Tourism, Culture and Sport",Springwater,Springwater Tp,Complete,Feb-23,"Our Municipality, with a $200,000 Community Building Fund – Capital stream grant over 12 months, will address a community need by creating an accessible and inclusive playground and walking path at Homer Barrett Park for all community members to use. ",,Simcoe,Central,43 Centennial Ave.,L0L 1P0,,200000,,Yes,,,,44.589827,-79.868394
328,Recreation,"Tourism, Culture and Sport",St. Catharines,Walker Family YMCA Aquatic Area Improvements,Complete,Feb-18,Upgrades and renovations to existing building,Improved facility for physical activity with better energy efficiency,Niagara,Central,25 YMCA Dr,L2N 7P9,,0,,Yes,,Yes,,43.178703,-79.246845
329,Recreation,"Tourism, Culture and Sport",Tay Valley,Camp Shomria Improvements,Complete,Nov-17,"Upgrade water treatment, shower, washroom and dishwashing systems","Provide better, more secure and accessible facilities",Lanark,East,"Kenyon Rd, RR 3",K7H 3C5,,0,,Yes,,Yes,,44.847522,-76.227898
330,Recreation,"Tourism, Culture and Sport",Temiskaming Shores,Temiskaming Shores C,Under construction,2023,"Our Municipality, with a $500,000 Community Building Fund – Capital stream grant over 12 months, will address a community need by replacing the roof on the Pool and Fitness Centre to ensure continued access to the only public fitness facility in the community. ",,Timiskaming,Northeast,77 Wellington St. S,P0J 1P0,,500000,,Yes,,,,47.506675,-79.673126
331,Recreation,"Tourism, Culture and Sport",Terrace Bay,Terrace Bay Community Centre Swimming Pool Improvements,Complete,Jun-17,Replacing mechanical equipment and pool liner,Improved swimming pool for physical activity,Thunder Bay,Northwest,1 Selkirk Ave,P0T 2W0,,0,,Yes,,Yes,,48.782991,-87.103895
332,Recreation,"Tourism, Culture and Sport",Tillsonburg,Tillsonburg T,Under construction,2023,"Our Municipality, with a $148,500 Community Building Fund – Capital stream grant over 12 months, will address a community need by installing automatic doors with new frames and hardware, and renovating the electrical work to improve accessibility at our Community Centre. ",,Oxford,Southwest,45 Hardy Avenue,N4G 3W9,,148500,,Yes,,,,42.871629,-80.735552
333,Recreation,"Tourism, Culture and Sport",Toronto,Ontario Place urban park and William G. Davis Trail,Complete,Jun-17,First step in revitalization of Ontario Place,"Will open a portion of Toronto’s waterfront that has been closed to public for more than 40 years, as well as converting former parking lots into a 7.5 acre park and 1.4 kilometre waterfront trail ",Toronto,Central,955 Lake Shore Blvd W,M6K 3B9,,29950000,,Yes,,,http://www.mtc.gov.on.ca/en/ontarioplace/park_trails.shtml    or;   http://ontarioplace.com/en/park-trail/,43.628429,-79.413533
334,Recreation,"Tourism, Culture and Sport",Toronto,Toronto C,Complete,Mar-23,"Our Municipality, with a $433,000 Community Building Fund – Capital stream grant over 12 months, will address a community need by upgrading playing surfaces, lighting and ditchboards and improving accessibility with ramps and paved pathways to the James Gardens Lawn Bowling facility. ",,Toronto,Central,171 Edenbridge Dr.,M9A 4N1,,433000,,Yes,,,,43.67305,-79.51392
335,Recreation,"Tourism, Culture and Sport",Trent Hills,Campbellford Tennis Courts Improvements,Complete,Jul-17,"Upgrade 2 tennis courts, including the electrical system","Provide better, more accessible outdoor space for physical activity",Northumberland,East,11 Trent Drive,K0L 1L0,,0,,Yes,,Yes,,44.305635,-77.798571
336,Recreation,"Tourism, Culture and Sport",Tweed,Land O' Lakes Curling Club Improvements,Complete,May-17,New furnace,Improved facility for physical activity with better energy efficiency,Hastings,East,301 St. Joseph St.,K0K 3J0,,0,,Yes,,Yes,,44.505442,-77.396522
337,Recreation,"Tourism, Culture and Sport",Uxbridge,Uxbridge Tp,Complete,Jan-23,"Our Municipality, with a $500,000 Community Building Fund – Capital stream grant over 12 months, will address a community need by installing improved lighting to extend the hours of use after dark at the Fields of Uxbridge multi-sport recreation facility. ",,Durham,Central,355 Main Street North,L9P 1R4,,500000,,Yes,,,,44.124807,-79.12685
338,Recreation,"Tourism, Culture and Sport",Val Rita-Harty,Val Rita-Harty Tp,Complete,Feb-23,"Our Municipality, with a $132,000 Community Building Fund – Capital stream grant over 12 months, will address a community need by upgrading the sound system and renovating the basketball court and playground structure to increase participation rate at our community centre. ",,Cochrane,Northeast,106 Trans-Canada Hwy,P0L 2G0,,132000,,Yes,,,,49.44375,-82.53881
339,Recreation,"Tourism, Culture and Sport",Wabeseemoong First Nation,Thomas Land Sr. Memorial Arena Complex,Complete,May-17,Upgrades and renovations to existing building,"Provide better, more secure and accessible facilities",,Northwest,General Delivery,P0X 1P0,,0,,Yes,,Yes,,50.132992,-94.92779
340,Recreation,"Tourism, Culture and Sport",Wasaga Beach,Wasaga Beach T,Complete,Oct-22,"Our Municipality, with a $280,000 Community Building Fund – Capital stream grant over 6 months, will address a community need by repairing and resurfacing local trails and pedestrian bridge to improve safety, extend life and maximize use of the trail system. ",,Simcoe,Central,1 Pridham Ct #129,L9Z 1M4,,280000,,Yes,,,,44.460652,-80.046677
341,Recreation,"Tourism, Culture and Sport",Waterloo,Waterloo C,Complete,Mar-23,"Our Municipality, with a $380,000 Community Building Fund – Capital stream grant over 12 months, will address a community need by renovating the existing play area in Waterloo Park to a fully accessible playground for all community members to use. ",,Waterloo,Southwest,50 Young St W,N2L 2Z4,,380000,,Yes,,,,43.466155,-80.536631
342,Recreation,"Tourism, Culture and Sport",Wellington North,Murphy Park Improvements,Complete,Nov-17,Upgrading playground equipment and washroom facilities,"Provide better, more accessible outdoor space for physical activity",Wellington,Southwest,180 Murphy St,N0G 2L3,,0,,Yes,,Yes,,43.975383,-80.726209
343,Recreation,"Tourism, Culture and Sport",Zorra,Thamesford Area Swimming Pool Improvements,Complete,Sep-17,Replacing pool deck and the supply and return lines,Improved outdoor swimming pool for physical activity,Oxford,Southwest,204 George Street,N0M 2M0,,0,,Yes,,Yes,,43.062731,-81.001688
344,Recreation,Transportation,Brampton,Etobicoke Creek Trail Multi-Use Path Extension,Complete,Mar-19,Construction of a new 1.93 kilometre new cycling and walking path along the Etobicoke Creek Trail,,Peel,Central,,,,0,,Yes,,Yes,,,
345,Recreation,Transportation,Brock,Beaver River Wetland Multi-use Path,Complete,Dec-18,Construct 11 kilometres of railyway corridor trail for cycling and walking,,Durham,Central,,,,0,,Yes,,Yes,,,
346,Recreation,Transportation,Brockville,Brock Trail Extension,Complete,Mar-19,2.5 kilometres of new cycling and walking path to complete the Brock Trail,,Leeds and Grenville,East,,,,0,,Yes,,Yes,,,
347,Recreation,Transportation,Caledon,Etobicoke Creet Trail Extension,Complete,Mar-18,"Upgrade of 1 km from dirt path to formal mutli-use path connecting Caledon, Brampton and Missisagua",,Peel,Central,,,,0,,Yes,,Yes,,,
348,Recreation,Transportation,Callander,Cycling Connection to the Kate Pace Way,Complete,Dec-17,Extend the paved shoulders and build an off-road path on 0.6 kms to fill gaps in the local network of cycling routes,,Parry Sound,Northeast,Cranberry Rd,,,0,,Yes,,Yes,,,
349,Recreation,Transportation,Cambridge,Conestoga Boulevard Cycling and Walking Trail,Complete,Apr-18,Construct 2.2 kms of new cycling and walking path to provide a dedicated safe cycling environment,,Waterloo,Southwest,Conestoga Blvd,,,0,,Yes,,Yes,,,
350,Recreation,Transportation,Chatham-Kent,New 4.35 kilometre Bike Lane,Complete,Mar-19,Construct 4.5 kms of new bike lane for the Round the River Route,,Chatham-Kent,Southwest,Keli Dr N / Grand Ave W,,,0,,Yes,,Yes,,42.39574,-82.21234
351,Recreation,Transportation,Collingwood,Heritage Trail Extension to Millennium Park,Complete,Nov-18,Construct 0.7 kilometres of new cycling and walking path to connect to Millennium Park,,Simcoe,Central,Heritage Dr,,,0,,Yes,,Yes,,,
352,Recreation,Transportation,Cornwall,Urban Loop Multi-Use Path,Complete,Apr-18,Construct 2 kms of new off-road recreational trail that encircles urban area,,"Stormont, Dundas and Glengarry",East,,,,0,,Yes,,Yes,,,
353,Recreation,Transportation,Fort Erie,Improve 3 kilometre of the Niagara River Recreation Trail,Complete,Sep-18,Improve 3 kms of the Niagara River Recreation Trail,,Niagara,Central,Niagara Blvd,,,0,,Yes,,Yes,,,
354,Recreation,Transportation,Hamilton,New 2.5 kilometre Bike Lane on Bay Street,Complete,Mar-18,Construct 2.5 kms of bike lanes,,Hamilton,Central,Bay St,,,0,,Yes,,Yes,,,
355,Recreation,Transportation,Kingston,Bath Road Cycling Lane and Waterfront Trail,Complete,Jan-19,Multi-use bikeway and path,,Frontenac,East,,,,0,,Yes,,Yes,,,
356,Recreation,Transportation,Kingston,Bath Road Cycling Lane and Waterfront Trail,Complete,Jan-19,Construct a 3.4 km multi-use bikeway and path,,Frontenac,East,,,,0,,Yes,,Yes,,,
357,Recreation,Transportation,Kingston,Waterfront Trail/Highway 33 Cycling Infrastructure,Complete,Jan-19,,14 kilometres of paved shoulder cycling path,Frontenac,East,,,Highway 33,0,,Yes,,,,,
358,Recreation,Transportation,Kingsville,Heritage Road Active Transportation Link,Complete,Feb-18,"Construct 4.1 kilometres of new cycling routes along the waterfront, including paved shoulders, an off-road path for cycling and walking/ signed bike routes ",,Essex,Southwest,County Rd 50,,,0,,Yes,,Yes,,,
359,Recreation,Transportation,Kitchener,Improve 1 kilometre of Cycling and Walking Path along Courtland Avenue,Complete,May-19,Construct 1 km of improved of cycling and walking path along Courtland Avenue,,Waterloo,Southwest,Courtland Ave,,,0,,Yes,,Yes,,,
360,Recreation,Transportation,LaSalle,Todd Lane Trail,Complete,Mar-18,Construct 800 metres of new cycling and walking path connecting to existing paths,,Essex,Southwest,,,,0,,Yes,,Yes,,,
361,Recreation,Transportation,London,Kiwanis Park Pathway Connection,Complete,Feb-18,Construct 1 km of cycling and walking path connecting parts of Kiwanis Park,,Middlesex,Southwest,,,,0,,Yes,,Yes,,,
362,Recreation,Transportation,Markham,Rouge River Valley Multi-Use Path Expansion,Complete,Mar-19,Construct 2 kms of improved cycling and walking paths in Milne Conservation Park,,York,Central,,,,0,,Yes,,Yes,,43.86572,-79.2709
363,Recreation,Transportation,Markham,Lake to Lake Route Multi-Use Path Expansion,Complete,Mar-19,Construct 3.7 kms of improved cycling and walking paths connecting Highway 7 and East Don River Trails,,York,Central,,,,0,,,,,,,
364,Recreation,Transportation,Midland,Downtown Midland Bike Route,Complete,Apr-18,Construct 2.3 kilometres of new cycling infrastructure in downtown Midland,,Simcoe,Central,,,,0,,Yes,,Yes,,44.74624,-79.88486
365,Recreation,Transportation,Mississauga,Connecting the Mississauga East-West Bikeway at Thomas Street,Complete,Mar-18,Construct 2.9 km of new cycling route in residential/ commercial/ school zones ,,Peel,Central,,,,0,,Yes,,Yes,,,
366,Recreation,Transportation,Newmarket,Newmarket East-West Bikeway,Complete,Mar-18,,5.28 kilometres of new bikeway,York,Central,,,,0,Yes,Yes,,,,,
367,Recreation,Transportation,Niagara,Merrittville Highway Multi-Use Path,Complete,Oct-18,Construct 1.06 km of new cycling and walking path ,,Niagara,Central,Merrittville Highway,,,0,,,,,,43.112262,-79.243342
368,Recreation,Transportation,Niagara-on-the-Lake,New 1.2 kilometre Cycling and Walking Path,Complete,Nov-17,Construct 1.2 kms of new cycling and walking paths,,Niagara,Central,,,Regional Rd 55,0,,Yes,,Yes,,,
369,Recreation,Transportation,North Bay,Kate Pace Way Trail Extension,Complete,2020,Construct 1.9 kilometres of new cycling and walking path,,Nipissing,Northeast,,,,0,,Yes,,Yes,,,
370,Recreation,Transportation,North Grenville,County Road 44 Cycling and Walking Trail,Complete,Mar-18,Construct a new multi-use path,,Leeds and Grenville,East,County Rd 44,,,0,,Yes,,Yes,,,
371,Recreation,Transportation,North Grenville,Waterfront Trail: Building Cycling Infrastructure on Highway 137 over the Thousand Islands Parkway ,Complete,Oct-18,,1 kilometre of barrier seperated cycling path,Leeds and Grenville,East,,,Highway 137,0,,Yes,,,,,
372,Recreation,Transportation,Orillia,Old Barrie Road (Highway 12) Cycling and Walking Path,Complete,Jan-18,Construct 1 km of new cycling and walking path crossing Highway 11,,Simcoe,Central,Highway 12,,,0,,Yes,,Yes,,,
373,Recreation,Transportation,Ottawa,Mackenzie Avenue Cycling Pathway Enhancement,Complete,Mar-18,Construct 1 km of shared-roadway and raised cycle track connecting to the Rideau Canal trail,,Ottawa,East,Mackenzie Ave,,,0,,Yes,,Yes,,,
374,Recreation,Transportation,Peterborough,George Street Cycling Lanes,Complete,Mar-19,Construct a new 1.24 kilometre bike lane on George Street,,Peterborough,East,George St,,,0,,Yes,,Yes,,,
375,Recreation,Transportation,Prescott and Russell,Cycling Infrastructure,Complete,Feb-18,Paved shoulders for cycling,6.1 kilometres of new paved shoulders for cycling connecting Curran and Plantagenet,Prescott and Russell,East,,,,0,,,,,,,
376,Recreation,Transportation,Richmond Hill,Extending Lake to Lake Cycling Route,Complete,Mar-18,Construct 2.26 kms of new cycling and walking paths along Leslie Street,,York,Central,Leslie St,,,0,,Yes,,Yes,,,
377,Recreation,Transportation,Sault Ste. Marie,Lake Huron North Channel Cycling Route/Highway 17/17B Cycling Infrastructure,Complete,Summer 2019,,74.6 kilometres of paved shoulder cycling facilities,Algoma,Northeast,,,,0,,Yes,,,,46.51776,-84.2871
378,Recreation,Transportation,South Stormont,Ault Island Waterfront Trail,Complete,Mar-18,Construct 4.3 kms of improved cycling and walking path on the waterfront trail ,,"Stormont, Dundas and Glengarry",East,,,,0,,Yes,,Yes,,44.95186,-75.04563
379,Recreation,Transportation,Tecumseh,Windsor Essex Trans Canada Trail Link,Complete,Dec-17,Construct 3.5 kilometres of new cycling and walking path to connect the Trans Canada Trail,,Essex,Southwest,,,,0,,Yes,,Yes,,,
380,Recreation,Transportation,Whitby,Ashburn Road Cycling and Walking Path,Complete,Apr-18,"Construct 10 kms of bike lanes, paved shoulders and off road bike path for cycling and walking ",,Durham,Central,,,,0,,Yes,,Yes,,,
